"url","image","image_alt","image_link","position","track_name","artist_name","streams"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4c9fcc4c6f9408a4111f963143d8d13fb58df2b3","","https://open.spotify.com/track/4HKGV55ULdn3RLaKLsc2Ju","100","Waves","by Kanye West","186,961"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5c0b48d70724bc6422586b52b3cc4f7b1e87a5cb","","https://open.spotify.com/track/10I3CmmwT0BkOVhduDy53o","101","Really Really","by Kevin Gates","186,305"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/249a7d65e7417a7e4de4f8f2c416c4963a4e0ff1","","https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk","102","7 Years","by Lukas Graham","186,162"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3009bcf0a1e1281a1d2fe2d45e4b5b564e353e5d","","https://open.spotify.com/track/7lGKEWMXVWWTt3X71Bv44I","103","Unsteady","by X Ambassadors","182,108"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4853a0aee1966fa0335fa048175529dc9a6f2fdd","","https://open.spotify.com/track/3aWhZ1zeqy1kdjXiyMh22T","104","What They Want","by Russ","181,310"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5a59e7d85a660182c57500b6dddd953e7ab9b755","","https://open.spotify.com/track/39hnH8WdPmNT3Q3yzwC9Rg","105","Why You Always Hatin?","by YG","180,194"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/e4d610942f5bbd6d965a95527655eba92b15fbac","","https://open.spotify.com/track/2Xp9NoDd3kUvEKKjvdRq3D","106","Patience","by Shawn Mendes","179,430"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0273528fb5036f6573d4765f74f08e5c5ac1fe92","","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","107","goosebumps","by Travis Scott","179,239"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/c9dfbe6534c54999427d76cce13b4638d9d77590","","https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP","108","Let It Go","by James Bay","177,075"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0e5415ebdb2045b7f53b936e8be3d3ae42a80b38","","https://open.spotify.com/track/6YJZMNLwxl7am5XZEr7eqY","109","Ivy","by Frank Ocean","176,530"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/1d623819c7732e8903d81cbb73872fdd42996ba1","","https://open.spotify.com/track/69r7LebTGOlEXXmV6BaSuU","110","Devastated","by Joey Bada$$","176,032"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/99d8b44e908ccd7048306cf4396a7e8be25b093a","","https://open.spotify.com/track/7zBPzAjKAqQpcv8F8GCq5s","111","Uber Everywhere","by Madeintyo","174,523"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/422cbfee34c37a70c6e6fae512e5d2cc940cd2e9","","https://open.spotify.com/track/2lpygKqzPFtItQ4ss3cgfb","112","Cinderella (feat. Ty Dolla $ign)","by Mac Miller","172,553"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3557e0d4bdd8a01de2ab6da45dd6e470878e840d","","https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm","113","Can't Feel My Face","by The Weeknd","171,843"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/8d47dbe02d9187f1b5d40b305459375d40dde987","","https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b","114","Wyclef Jean","by Young Thug","171,477"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/7053d85dbcd2ec0b93e6fe81c8f6509826f8e7a6","","https://open.spotify.com/track/6giHzoNmL0kwyBZAXGIIc2","115","Miss You","by James Hersey","170,945"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/e4d610942f5bbd6d965a95527655eba92b15fbac","","https://open.spotify.com/track/3RniqZTQjXgHtx2O2ZxA28","116","No Promises","by Shawn Mendes","170,116"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/19e0233d20d178559764ca5b20185767d60085f7","","https://open.spotify.com/track/0BCy325UZyR9z0t0uxwn2N","117","H.O.L.Y.","by Florida Georgia Line","169,482"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5dd6695ce5463e78f08dd5c640f0b0666d111cb3","","https://open.spotify.com/track/6WAxKNbZoGNzQTIvdMqkFs","118","Sex With Me","by Rihanna","168,541"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/78d953a3512c4f78fc2b80eca2db0ffd2c06c718","","https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ","119","Sorry","by Justin Bieber","165,077"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/1234b5d44e5555090abc2be9fb98cdddcf447931","","https://open.spotify.com/track/2yJ9GVCLMmzBBfQAnfzlwr","120","THat Part","by ScHoolboy Q","163,734"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/c92702264624377e0ceb81ae894fedcc4bdbb932","","https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4","121","No Flockin","by Kodak Black","162,341"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/55147edeade43780703cdcea8920723f7cdcf692","","https://open.spotify.com/track/6BbINUfGabVyiNFJpQXn3x","122","Wicked","by Future","161,917"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/676679d077ac72f29f80f95ee9093fa585efe15f","","https://open.spotify.com/track/1aJARygfATnC8ByjyJBLjJ","123","Campaign (feat. Future)","by Ty Dolla $ign","160,605"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5c0b48d70724bc6422586b52b3cc4f7b1e87a5cb","","https://open.spotify.com/track/0wdKiSBUT7aZkXUIdJWcwC","124","2 Phones","by Kevin Gates","158,941"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/1cb0121a2ac08e31fd2674e9828649fb7496218e","","https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n","125","Middle","by DJ Snake","158,857"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/78d953a3512c4f78fc2b80eca2db0ffd2c06c718","","https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT","126","Love Yourself","by Justin Bieber","157,671"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/152ba2f3894a0a899eeae7d4927f4dd7364f003b","","https://open.spotify.com/track/49ONRBQzGRkAl0xHBev8k3","127","Deja Vu","by Post Malone","156,160"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/422cbfee34c37a70c6e6fae512e5d2cc940cd2e9","","https://open.spotify.com/track/5iUQMwxUPdJBFeGkePtM66","128","Dang! (feat. Anderson .Paak)","by Mac Miller","156,142"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/a0b786f19f85e1d80028a819fbefb42c434b3263","","https://open.spotify.com/track/5oyUurs28XRagLa8lgm6V3","129","Too Much Sauce","by DJ Esco","155,515"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/91019b9b8afda32b87a642febba2f090db0025e9","","https://open.spotify.com/track/0JbDAwdeOrbtlADpxgxfc6","130","Ruin","by Shawn Mendes","155,068"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/374221d6e309c5cb5e180a8ba167a8ce70055c5b","","https://open.spotify.com/track/3eze1OsZ1rqeXkKStNfTmi","131","Juke Jam (feat. Justin Bieber & Towkio)","by Chance The Rapper","154,250"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/db5304a503a9aec715a8f74be0f1f8c561988407","","https://open.spotify.com/track/4lkDky0afnOb8QZZsbeS2Y","132","Perfect Illusion","by Lady Gaga","153,744"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/fffafac0ec28eab5aab5932d29f7928db3c1d100","","https://open.spotify.com/track/2nBI3iWLhupR7LyAJ5GGkE","133","Champions","by Kanye West","152,517"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/c6e4854b47c8b9d6b5fbb6c1ec28f0005bd6287f","","https://open.spotify.com/track/5cbpoIu3YjoOwbBDGUEp3P","134","Car Radio","by Twenty One Pilots","151,694"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/43a4529a284eb4e2aa4b1e503220af0e4261994a","","https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO","135","No Heart","by 21 Savage","151,496"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/86b810b348b85a58d40c572e04f3519ea9ec9ae9","","https://open.spotify.com/track/7L5jgZtAyfiU7elB8DIqCx","136","Cake By The Ocean","by DNCE","151,053"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/e4d610942f5bbd6d965a95527655eba92b15fbac","","https://open.spotify.com/track/3H1km5m7Giy27bwI2PjX3g","137","Don't Be A Fool","by Shawn Mendes","150,956"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5c0b48d70724bc6422586b52b3cc4f7b1e87a5cb","","https://open.spotify.com/track/1gZNqH0rDxD1mXLeul1Qq7","138","Time For That","by Kevin Gates","150,314"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/f9f7089f2c94487175fcbc5f883fcd2c5037c9cd","","https://open.spotify.com/track/1W7zkKgRv9mrLbfdQ8XyH3","139","Gangsta","by Kehlani","150,213"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/756b1fc054c155cff65e1e1214e5e13917410ef1","","https://open.spotify.com/track/5HJId22hZ2IvFnvNSy6ZbE","140","Different For Girls","by Dierks Bentley","150,193"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/64172d15adfb104dc905f9facd0988d82f44f6aa","","https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw","141","My Shit","by A Boogie Wit da Hoodie","149,738"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3abf5ca23380d633a3add2dab444b9a1b8012aeb","","https://open.spotify.com/track/6lDo13SSgTv0WbyUQKgnjk","142","Light It Up (feat. Nyla & Fuse ODG) - Remix","by Major Lazer","149,586"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/65c46da4914d39657ba64c300ec9def4a0aaaf13","","https://open.spotify.com/track/5Eg6N02CTSSbdthjVc7wLA","143","Don't Hurt Me","by DJ Mustard","149,040"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/20e8bce49edc9ab1867c1342786d3d12faef0ef3","","https://open.spotify.com/track/2N0NifjyXAdMOB4KBGvBJ6","144","White Iverson","by Post Malone","148,993"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/2af2c46c0f9e3f4ce985df4cd06ba2a5abdfc412","","https://open.spotify.com/track/39liuGHPxn2sAyvO6DINor","145","Back On Road","by Gucci Mane","148,479"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/23386bc6354d44999c26c84bae95fad00133d46a","","https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ","146","679 (feat. Remy Boyz)","by Fetty Wap","147,578"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4c9fcc4c6f9408a4111f963143d8d13fb58df2b3","","https://open.spotify.com/track/0tCuyg1OikbQ4nIq36n26D","147","Pt. 2","by Kanye West","147,126"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/852ed1741eabae418dee6236692cdcde989e43f1","","https://open.spotify.com/track/6LTsvaebP6V9tJFvZxqi5M","148","Pull Up (feat. Lil Uzi Vert)","by Wiz Khalifa","146,550"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/c7437216648b1aac6fc2c4367ae7de71df28f9e1","","https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4","149","Lean On (feat. MØ & DJ Snake)","by Major Lazer","146,386"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/a45a827d9adef376b25f40e4281e591964c374c3","","https://open.spotify.com/track/2h1IPjP471JJRSShTHRUhi","150","Dangerous Woman","by Ariana Grande","146,326"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/d9c178994df3f6be594bbc4ddce09aec64f1ee3e","","https://open.spotify.com/track/376KnY4TrgBITxjlnbnmIy","151","Cut It (feat. Young Dolph)","by O.T. Genasis","145,284"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/a72aba8093f9c34ee65f69dda5d8b94c0e8e217a","","https://open.spotify.com/track/2eqUZAVXjK61mZqLl4LKJJ","152","I Got the Keys","by DJ Khaled","144,443"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3557e0d4bdd8a01de2ab6da45dd6e470878e840d","","https://open.spotify.com/track/7t5m6zRwIEBxmPt8lNoPPi","153","Acquainted","by The Weeknd","144,307"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5d811e889a66e94b450ae648ef5801d21ec9cf54","","https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT","154","'Till I Collapse","by Eminem","143,632"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/23210c944f5034567053c1519e53dcbdf5e1743d","","https://open.spotify.com/track/5is2KiI0FDPLPLRq9hFybw","155","No Limit","by Usher","142,913"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/109839612f24869cacfded433ae0d2a70a549923","","https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f","156","Thinking Out Loud","by Ed Sheeran","142,833"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/109839612f24869cacfded433ae0d2a70a549923","","https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL","157","Photograph","by Ed Sheeran","142,739"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/260c2e74e67a15cf61ac72f8264cc6caec5f7a66","","https://open.spotify.com/track/07GilNHSfS5oicUgHgU7VG","158","Hype","by Drake","142,537"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/9e168c15958b5f08e32ba15562f8fc4d39149965","","https://open.spotify.com/track/0aJ6PIOxiWnhCRGBPFJzgG","159","All Eyez (feat. Jeremih)","by The Game","142,514"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/c674dadc80f820341976ab7a81582fc6e8431a0c","","https://open.spotify.com/track/4frLb7nWtsz2ymBE6k2GRP","160","Earned It (Fifty Shades Of Grey)","by The Weeknd","141,437"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/7705c0c897eaf1ebfc16cc5a4d1543002c680cc5","","https://open.spotify.com/track/0xwPzLmBAYro8BUz7MrtAo","161","Make You Miss Me","by Sam Hunt","141,149"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/db1e895b20da662878e87197f8841eda91ac85e8","","https://open.spotify.com/track/6jmTHeoWvBaSrwWttr8Xvu","162","I Mean It","by G-Eazy","140,672"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/cdae307053d659a38434177323ea03902ac8b0dc","","https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e","163","Wet Dreamz","by J. Cole","140,403"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/260c2e74e67a15cf61ac72f8264cc6caec5f7a66","","https://open.spotify.com/track/5PMNu7kMZ4msbxiKnDTOt0","164","With You","by Drake","139,647"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3681cf9c5b0c21709f821c047251f898156aa37a","","https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ","165","Lose Yourself - Soundtrack Version","by Eminem","139,534"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/c0dd68293f9867e312a1e0212f0429c556e2b9b3","","https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1","166","My House","by Flo Rida","138,753"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/8a481d958473e1f00558299bc1df8594b2820b7d","","https://open.spotify.com/track/4h0zU3O9R5xzuTmNO7dNDU","167","Lost Boy","by Ruth B","137,348"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/37a8847e29ba9c03e12a28b1f721f69a0e99d1d5","","https://open.spotify.com/track/6wycnu8FWXsj68ig7BEot9","168","Blue Ain't Your Color","by Keith Urban","137,326"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/ad5a3834d8df9fc149c638bb91f72e8ae89a9d27","","https://open.spotify.com/track/2c8sgbZoEanC3QyFNZxUcA","169","Flexicution","by Logic","137,241"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/7afb855c28a2c8ad5ed9d51460736f4022e60bbf","","https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw","170","Hello","by Adele","136,885"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/02ba06c50876a8e28e2a60c75c43450f7cc94883","","https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q","171","Stitches","by Shawn Mendes","136,139"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0e5415ebdb2045b7f53b936e8be3d3ae42a80b38","","https://open.spotify.com/track/1h33ETRG7JVDtGT7daBW5B","172","Solo","by Frank Ocean","136,113"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/33fdab9558b9fee53f6c44ea2279d5062e1256e8","","https://open.spotify.com/track/1Vp8uI65XCMI1H0nSW2kkB","173","Make Me... (feat. G-Eazy)","by Britney Spears","135,786"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/cc117f3f8503796db670d3634db56d27b0451e8d","","https://open.spotify.com/track/7iaw359G2XT14uTfV9feip","174","Lockjaw","by French Montana","135,466"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0e5415ebdb2045b7f53b936e8be3d3ae42a80b38","","https://open.spotify.com/track/4Jle0Cjj88YkM7jbAjiFjf","175","Nights","by Frank Ocean","135,377"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4c9fcc4c6f9408a4111f963143d8d13fb58df2b3","","https://open.spotify.com/track/6aEgrTRLSRQ0FIrvOwcOE6","176","Ultralight Beam","by Kanye West","134,718"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/ddd0804d0f216c16fb0e3446a8602251d65a8f04","","https://open.spotify.com/track/2UMZjhZWNxZezcZiZvyvsZ","177","Aloha","by Møme","134,362"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/afce81b50a326c033d736245ff49ba6f2af208f3","","https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007","178","Ni**as In Paris","by JAY Z","134,098"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/1e01dafdf54d489a62ade5778682b3027bf72dc9","","https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ","179","Trap Queen","by Fetty Wap","133,125"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/9af549ccc1ae1687a4f45e42be1f19b0c01e612a","","https://open.spotify.com/track/4Uk3sHSRuKx7Z5cS0jlpZg","180","Peter Pan","by Kelsea Ballerini","132,871"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3557e0d4bdd8a01de2ab6da45dd6e470878e840d","","https://open.spotify.com/track/5SqSckut3FcoQKmGkMWgp1","181","Often","by The Weeknd","132,817"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/ee14793bd33328dae7753a1c769ced020ac635bf","","https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq","182","Antidote","by Travis Scott","131,255"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/e214565588aeb93fe0b3827139aa4464960acaab","","https://open.spotify.com/track/1m4dXbkplvaOO4Wbdjbwxs","183","Me Too","by Meghan Trainor","130,669"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/d1734e8bd5480bd2d93a12117a93d0d73193cb1f","","https://open.spotify.com/track/6sDQ4uiWw9OdVrCXFLSlZt","184","Rap God","by Eminem","130,490"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0273528fb5036f6573d4765f74f08e5c5ac1fe92","","https://open.spotify.com/track/1Ci4wASMY4xtKVMeHA6Sd5","185","through the late night","by Travis Scott","129,511"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/260c2e74e67a15cf61ac72f8264cc6caec5f7a66","","https://open.spotify.com/track/4bEGp4AapA0B3Q5PpnSq3K","186","Fire & Desire","by Drake","129,485"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/7f143f49de9521bc762c68cd29ff251f94244c28","","https://open.spotify.com/track/3bnVBN67NBEzedqQuWrpP4","187","Tear In My Heart","by Twenty One Pilots","129,284"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3d0b12a07e35f474a2682aa1ce8dcab1eadad428","","https://open.spotify.com/track/0lQJBl9YEsoMtE8D4yTE9g","188","From the Ground Up","by Dan + Shay","129,216"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/76cbb76bf54939d76af8ad88e1af82de5f108125","","https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1","189","PILLOWTALK","by ZAYN","127,914"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/fe42b1339702eb044822ede92b3f21ac609b6e1f","","https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ","190","Kill Em With Kindness","by Selena Gomez","127,852"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/852b16d65728436e57b130614faa919ffd6efad1","","https://open.spotify.com/track/16bHRxM89ue0TiCKARYbRp","191","Sorry Not Sorry","by Bryson Tiller","127,603"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/374221d6e309c5cb5e180a8ba167a8ce70055c5b","","https://open.spotify.com/track/0jx8zY5JQsS4YEQcfkoc5C","192","Angels (feat. Saba)","by Chance The Rapper","127,536"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5421f8a730a006a60ce5c562e76462b43fd00984","","https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n","193","Die A Happy Man","by Thomas Rhett","126,085"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/6300ce618b9b00ce0a9cebef1610e45f561e04e5","","https://open.spotify.com/track/4jK1VQQGDnNOLfyVXCxGsR","194","MY PYT","by Wale","125,328"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/7e718ad5b8719dd6350f69514585d9b47c28a79d","","https://open.spotify.com/track/49zD0wr2S3d0lZPib0K4e1","195","F*ck Up Some Commas","by Future","124,755"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/49dba3629a81a199910ed1bd51033f6d6c85d815","","https://open.spotify.com/track/2lFRw6rPXivo6kNmghePcK","196","Whole Heart","by Gryffin","124,311"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/78d953a3512c4f78fc2b80eca2db0ffd2c06c718","","https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI","197","What Do You Mean?","by Justin Bieber","124,286"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/b8746eefa1f3ef93162840f764f2e7ecebe36ab0","","https://open.spotify.com/track/439TlnnznSiBbQbgXiBqAd","198","m.A.A.d city","by Kendrick Lamar","123,826"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/6b447a1a34e5613b211c07fac835eb588d68261a","","https://open.spotify.com/track/7pIUR1RwTHyCKruORuaFth","199","3 Wayz (feat. Travis Scott)","by Ty Dolla $ign","123,774"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/722fddc895ca02e3f65b5f02bbf80d2f4b19d112","","https://open.spotify.com/track/6WLS56xiRrXjSm9RSdL3zD","200","Never Forget You","by Zara Larsson","123,312"
